subject	coursenum	section	title	format	instructor	term	code	enrolled
ECON	297G	6	INTERNSHIP	IND	"Musacchio, Aldo"	Spring 2016	1161	2
ECON	297G	6	INTERNSHIP	IND	"Musacchio, Aldo"	Fall 2015	1153	1
ECON	297G	5	INTERNSHIP	IND	"Habibi, Nader"	Spring 2015	1151	1
ECON	297G	4	INTERNSHIP	IND	"Petri, Peter"	Spring 2015	1151	1
ECON	297G	4	INTERNSHIP	IND	"Habibi, Nader"	Fall 2014	1143	1
ECON	297G	1	INTERNSHIP	IND	"LeBaron, Blake"	Fall 2014	1143	1
ECON	297G	5	INTERNSHIP	IND	"Petri, Peter"	Fall 2014	1143	1
ECON	298A	8	INDEPENDENT STUDY	IND	"Petri, Peter"	Spring 2018	1181	1
ECON	298A	12	INDEPENDENT STUDY	IND	"Hall, George"	Spring 2016	1161	4
ECON	298A	4	INDEPENDENT STUDY	IND	"Jefferson, Gary"	Spring 2016	1161	1
ECON	298A	14	INDEPENDENT STUDY	IND	"Musacchio, Aldo"	Spring 2016	1161	2
ECON	298A	13	INDEPENDENT STUDY	IND	"Lundgren, David"	Fall 2015	1153	1
ECON	298A	11	INDEPENDENT STUDY	IND	"Habibi, Nader"	Spring 2015	1151	1
ECON	298A	4	INDEPENDENT STUDY	IND	"Ballantine Jr., John"	Fall 2014	1143	1
ECON	298F	2	INDEPENDENT STUDY	IND	"Cecchetti, Stephen"	Spring 2015	1151	1
ECON	299A	6	MASTER'S PROJECT	IND	"Bui, Linda"	Fall 2017	1173	1
ECON	299A	7	MASTER'S PROJECT	IND	"Jefferson, Gary"	Fall 2016	1163	1
ECON	299A	8	MASTER'S PROJECT	IND	"Menon, Nidhiya"	Spring 2016	1161	1
ECON	299A	10	MASTER'S PROJECT	IND	"Menon, Nidhiya"	Fall 2015	1153	1
ECON	299A	4	MASTER'S PROJECT	IND	"Ballantine Jr., John"	Spring 2015	1151	1
ECON	299A	9	MASTER'S PROJECT	IND	"Mann, Catherine"	Fall 2014	1143	1
ECON	301A	1	ADVANCED MICROECONOM.  I	LEC	"Bui, Linda"	Fall 2018	1183	11
ECON	301A	1	ADVANCED MICROECONOM.  I	LEC	"Menon, Nidhiya"	Fall 2016	1163	8
ECON	301A	1	ADVANCED MICROECONOM.  I	LEC	"Bui, Linda"	Fall 2014	1143	11
ECON	302A	1	ADV. MICROECONOMICS II	LEC	"Eden, Maya"	Spring 2019	1191	7
ECON	302A	1	ADV. MICROECONOMICS II	LEC	"Koskinen, Benjamin"	Spring 2017	1171	8
ECON	302A	1	ADV. MICROECONOMICS II	LEC	"Appleby, Kathryn"	Spring 2015	1151	9
ECON	303A	1	ADV. MACROECONOMIC I	LEC	"Hall, George"	Fall 2018	1183	8
ECON	303A	1	ADV. MACROECONOMIC I	LEC	"Schoenle, Raphael"	Fall 2016	1163	10
ECON	303A	1	ADV. MACROECONOMIC I	LEC	"Hall, George"	Fall 2014	1143	10
ECON	304A	1	ADV. MACROECONOMICS II	LEC	"L'Huillier Bowles, Jean Paul"	Spring 2019	1191	8
ECON	304A	1	ADV. MACROECONOMICS II	LEC	"Tortorice, Daniel"	Spring 2017	1171	8
ECON	304A	1	ADV. MACROECONOMICS II	LEC	"LeBaron, Blake"	Spring 2015	1151	9
