subject	coursenum	section	title	format	instructor	term	code	enrolled
HS	519A	1	HEALTH ECONOMICS	LEC	"Bishop, Christine"	Spring 2018	1181	10
HS	519A	1	HEALTH ECONOMICS	LEC	"Bishop, Christine"	Fall 2016	1163	5
HS	520A	1	PAYMENT/FINANCING OF HC	LEC	"Stewart, Maureen"	Spring 2018	1181	10
HS	520A	1	PAYMENT/FINANCING OF HC	LEC	"Stewart, Maureen"	Spring 2017	1171	13
HS	521A	1	POL&ORG ANALYSIS	LEC	"Prottas, Jeffrey"	Spring 2019	1191	7
HS	521A	1	POL&ORG ANALYSIS	LEC	"Prottas, Jeffrey"	Spring 2018	1181	12
HS	521A	1	POL&ORG ANALYSIS	LEC	"Prottas, Jeffrey"	Spring 2017	1171	5
HS	521A	1	POL&ORG ANALYSIS	LEC	"Prottas, Jeffrey"	Spring 2016	1161	5
HS	521A	1	POL&ORG ANALYSIS	LEC	"Prottas, Jeffrey"	Spring 2015	1151	8
HS	526A	1	ORGANIZATIONAL THEORY&BEHAVIOR	LEC	"Gittell, Jody"	Fall 2018	1183	6
HS	526A	1	ORGANIZATIONAL THEORY&BEHAVIOR	LEC	"Gittell, Jody"	Fall 2017	1173	8
HS	526A	1	ORGANIZATIONAL THEORY&BEHAVIOR	LEC	"Gittell, Jody"	Fall 2016	1163	9
HS	526A	1	ORGANIZATIONAL THEORY&BEHAVIOR	LEC	"Gittell, Jody"	Fall 2015	1153	12
HS	526A	1	ORGANIZATIONAL THEORY&BEHAVIOR	LEC	"Gittell, Jody"	Fall 2014	1143	14
HS	527A	1	"RACE,ETHNICITY,GENDER IN PP"	LEC	"Nsiah-Jefferson, Laurie"	Spring 2015	1151	7
HS	528F	1	LAW & SOCIAL JUSTICE: RACE	LEC	"Hill, Anita"	Spring 2019	1191	24
HS	528F	1	LAW & SOCIAL JUSTICE: RACE	LEC	"Hill, Anita"	Fall 2015	1153	21
HS	529A	1	SOC.POLICY/DIVERSITY INCLUSION	LEC	"Pineros-Shields, Sandra"	Spring 2019	1191	26
HS	529A	1	SOC.POLICY/DIVERSITY INCLUSION	LEC	"Pineros-Shields, Sandra"	Fall 2018	1183	22
HS	529A	1	SOC.POLICY/DIVERSITY INCLUSION	LEC	"Pineros-Shields, Sandra"	Fall 2017	1173	29
HS	529A	1	SOC.POLICY/DIVERSITY INCLUSION	LEC	"Pineros-Shields, Sandra"	Fall 2016	1163	27
HS	529A	1	SOC.POLICY/DIVERSITY INCLUSION	LEC	"Nsiah-Jefferson, Laurie"	Fall 2015	1153	20
HS	529A	1	SOC.POLICY/DIVERSITY INCLUSION	LEC	"Nsiah-Jefferson, Laurie"	Fall 2014	1143	6
HS	532B	1	SOCIAL POLICY ANALYSIS	LEC	"Doonan, Michael"	Spring 2019	1191	32
HS	532B	1	SOCIAL POLICY ANALYSIS	LEC	"Doonan, Michael"	Spring 2018	1181	28
HS	532B	1	SOCIAL POLICY ANALYSIS	LEC	"Lippitt, John"	Spring 2017	1171	28
HS	532B	1	SOCIAL POLICY ANALYSIS	LEC	"Doonan, Michael"	Spring 2016	1161	26
HS	532B	1	SOCIAL POLICY ANALYSIS	LEC	"Doonan, Michael"	Spring 2015	1151	29
HS	534B	1	ASSETS & SOCIAL POLICY	LEC	"Santos, Jessica"	Fall 2018	1183	23
HS	534B	1	ASSETS & SOCIAL POLICY	LEC	"Santos, Jessica"	Fall 2017	1173	19
HS	534B	1	ASSETS & SOCIAL POLICY	LEC	"Boguslaw, Janet"	Fall 2016	1163	16
HS	534B	1	ASSETS & SOCIAL POLICY	LEC	"Boguslaw, Janet"	Fall 2015	1153	18
HS	534B	1	ASSETS & SOCIAL POLICY	LEC	"Boguslaw, Janet"	Fall 2014	1143	16
HS	572A	1	ECON OF BEHAVIORAL  HEALTH	LEC	"Hodgkin, Dominic"	Spring 2019	1191	12
HS	572A	1	ECON OF BEHAVIORAL  HEALTH	LEC	"Hodgkin, Dominic"	Spring 2017	1171	8
HS	572A	1	ECON OF BEHAVIORAL  HEALTH	LEC	"Hodgkin, Dominic"	Spring 2015	1151	7
HS	586A	1	ISSUES: SUBSTANCE ABUSE	LEC	"Horgan, Constance"	Fall 2017	1173	11
HS	586A	1	ISSUES: SUBSTANCE ABUSE	LEC	"Horgan, Constance"	Fall 2015	1153	10
HS	602C	1	CHILD/YOUTH/FAM DOCTORAL SEM.	SEM	"Rosenfeld, Lindsay"	Spring 2019	1191	8
HS	602C	1	CHILD/YOUTH/FAM DOCTORAL SEM.	SEM	"Acevedo Garcia, Dolores"	Fall 2018	1183	8
HS	602C	1	CHILD/YOUTH/FAM DOCTORAL SEM.	SEM	"Acevedo Garcia, Dolores"	Spring 2018	1181	6
HS	602C	1	CHILD/YOUTH/FAM DOCTORAL SEM.	SEM	"Acevedo Garcia, Dolores"	Fall 2017	1173	7
HS	602C	1	CHILD/YOUTH/FAM DOCTORAL SEM.	SEM	"Joshi, Pamela"	Spring 2017	1171	9
HS	602C	1	CHILD/YOUTH/FAM DOCTORAL SEM.	SEM	"Acevedo Garcia, Dolores"	Fall 2016	1163	7
HS	602C	1	CHILD/YOUTH/FAM DOCTORAL SEM.	SEM	"Acevedo Garcia, Dolores"	Fall 2015	1153	11
HS	602C	1	CHILD/YOUTH/FAM DOCTORAL SEM.	SEM	"Acevedo Garcia, Dolores"	Fall 2014	1143	8
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Spring 2019	1191	20
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Fall 2018	1183	18
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Spring 2018	1181	20
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Fall 2017	1173	18
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Spring 2017	1171	16
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Fall 2016	1163	16
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Spring 2016	1161	14
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Fall 2015	1153	17
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Spring 2015	1151	10
HS	603C	1	HEALTH POLICY DOCTORAL SEM.	SEM	"Chilingerian, Jon"	Fall 2014	1143	11
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Spring 2019	1191	12
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Fall 2018	1183	12
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Spring 2018	1181	13
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Fall 2017	1173	13
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Spring 2017	1171	10
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Fall 2016	1163	10
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Spring 2016	1161	12
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Nsiah-Jefferson, Laurie"	Spring 2016	1161	12
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Fall 2015	1153	10
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Spring 2015	1151	10
HS	604C	1	ASSET&INEQUAL. DOCTORAL SEM.	SEM	"Meschede, Tatjana"	Fall 2014	1143	12
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Spring 2019	1191	14
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Fall 2018	1183	11
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Spring 2018	1181	9
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Fall 2017	1173	11
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Spring 2017	1171	12
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Fall 2016	1163	11
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Spring 2016	1161	9
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Fall 2015	1153	9
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Spring 2015	1151	7
HS	605C	1	BEHAVIORAL HEALTH DOCTORAL SEM	SEM	"Horgan, Constance"	Fall 2014	1143	8
HS	606C	1	GLOBAL DEVELOPMNT DOCTORAL SEM	SEM	"Simon, Laurence"	Spring 2019	1191	3
HS	606C	1	GLOBAL DEVELOPMNT DOCTORAL SEM	SEM	"Simon, Laurence"	Fall 2018	1183	3
HS	606C	1	GLOBAL DEVELOPMNT DOCTORAL SEM	SEM	"Assan, Joseph"	Spring 2018	1181	6
HS	606C	1	GLOBAL DEVELOPMNT DOCTORAL SEM	SEM	"Simon, Laurence"	Fall 2017	1173	4
HS	606C	1	GLOBAL DEVELOPMNT DOCTORAL SEM	SEM	"Simon, Laurence"	Spring 2017	1171	3
HS	606C	1	GLOBAL DEVELOPMNT DOCTORAL SEM	SEM	"Simon, Laurence"	Fall 2016	1163	3
HS	606C	1	GLBL HEALTH & DEV DOCTORAL SEM	SEM	"Simon, Laurence"	Spring 2016	1161	3
HS	606C	1	GLBL HEALTH & DEV DOCTORAL SEM	SEM	"Bowser, Diana"	Spring 2015	1151	3
HS	606C	1	GLBL HEALTH & DEV DOCTORAL SEM	SEM	"Bowser, Diana"	Fall 2014	1143	3
HS	607C	1	DISABILITY HEALTH DOCTORAL SEM	SEM	"Mitra, Monika"	Spring 2019	1191	7
HS	607C	1	DISABILITY HEALTH DOCTORAL SEM	SEM	"Mitra, Monika"	Fall 2018	1183	4
HS	607C	1	DISABILITY HEALTH DOCTORAL SEM	SEM	"Mitra, Monika"	Spring 2018	1181	5
HS	607C	1	DISABILITY HEALTH DOCTORAL SEM	SEM	"Mitra, Monika"	Fall 2017	1173	5
HS	607C	1	DISABILITY HEALTH DOCTORAL SEM	SEM	"Mitra, Monika"	Spring 2017	1171	6
HS	607C	1	DISABILITY HEALTH DOCTORAL SEM	SEM	"Mitra, Monika"	Fall 2016	1163	5
HS	607C	1	DISABILITY HEALTH DOCTORAL SEM	SEM	"Parish, Susan"	Spring 2016	1161	3
HS	610B	1DL	ECONOMIC ANALYSIS PHYSICIANS	SEM	"Bishop, Christine"	Spring 2019	1191	29
HS	610B	1DL	ECONOMIC ANALYSIS PHYSICIANS	SEM	"Bishop, Christine"	Spring 2018	1181	42
HS	610B	1DL	ECONOMIC ANALYSIS PHYSICIANS	SEM	"Bishop, Christine"	Spring 2016	1161	36
HS	612B	1DL	SYS THINKING COMPLEX WORLD	SEM	"Morrison, J."	Fall 2018	1183	41
HS	612B	1DL	SYS THINKING COMPLEX WORLD	SEM	"Morrison, J."	Fall 2016	1163	36
HS	777A	2	SOCIAL WELFARE TUTORIAL	IND	"Chilingerian, Jon"	Spring 2019	1191	1
HS	777A	1	SOCIAL WELFARE TUTORIAL	IND	"Hill, Anita"	Spring 2019	1191	6
HS	777A	4	SOCIAL WELFARE TUTORIAL	IND	"Meschede, Tatjana"	Spring 2019	1191	1
HS	777A	3	SOCIAL WELFARE TUTORIAL	IND	"Reif, Sharon"	Spring 2019	1191	1
HS	777A	4	SOCIAL WELFARE TUTORIAL	IND	"Santos, Jessica"	Spring 2019	1191	1
HS	777A	2	SOCIAL WELFARE TUTORIAL	IND	"Burack, Cathy"	Fall 2018	1183	1
HS	777A	1	SOCIAL WELFARE TUTORIAL	IND	"Hill, Anita"	Fall 2018	1183	8
HS	777A	3	SOCIAL WELFARE TUTORIAL	IND	"Meschede, Tatjana"	Fall 2018	1183	1
HS	777A	4	SOCIAL WELFARE TUTORIAL	IND	"Prottas, Jeffrey"	Fall 2018	1183	1
HS	777A	5	SOCIAL WELFARE TUTORIAL	IND	"Simon, Laurence"	Fall 2018	1183	1
HS	777A	2	SOCIAL WELFARE TUTORIAL	IND	"Acevedo Garcia, Dolores"	Spring 2018	1181	1
HS	777A	3	SOCIAL WELFARE TUTORIAL	IND	"Bowser, Diana"	Spring 2018	1181	6
HS	777A	4	SOCIAL WELFARE TUTORIAL	IND	"Hodgkin, Dominic"	Spring 2018	1181	2
HS	777A	7	SOCIAL WELFARE TUTORIAL	IND	"Lakshmikanthan, Ravi"	Spring 2018	1181	1
HS	777A	1	SOCIAL WELFARE TUTORIAL	IND	"Prottas, Jeffrey"	Spring 2018	1181	2
HS	777A	5	SOCIAL WELFARE TUTORIAL	IND	"Shepard, Donald"	Spring 2018	1181	1
HS	777A	6	SOCIAL WELFARE TUTORIAL	IND	"Stewart, Maureen"	Spring 2018	1181	1
HS	777A	6	SOCIAL WELFARE TUTORIAL	IND	"Acevedo Garcia, Dolores"	Fall 2017	1173	1
HS	777A	3	SOCIAL WELFARE TUTORIAL	IND	"Eaton, Susan"	Fall 2017	1173	1
HS	777A	5	SOCIAL WELFARE TUTORIAL	IND	"Eaton, Susan"	Fall 2017	1173	1
HS	777A	7	SOCIAL WELFARE TUTORIAL	IND	"Gershenfeld, Joel"	Fall 2017	1173	1
HS	777A	8	SOCIAL WELFARE TUTORIAL	IND	"Kammerer, Cornelia"	Fall 2017	1173	1
HS	777A	2	SOCIAL WELFARE TUTORIAL	IND	"Mitra, Monika"	Fall 2017	1173	1
HS	777A	1	SOCIAL WELFARE TUTORIAL	IND	"Prottas, Jeffrey"	Fall 2017	1173	1
HS	777A	4	SOCIAL WELFARE TUTORIAL	IND	"Razavi, Seyed"	Fall 2017	1173	1
HS	777A	38	SOCIAL WELFARE TUTORIAL	IND	"Bowser, Diana"	Spring 2017	1171	3
HS	777A	6	SOCIAL WELFARE TUTORIAL	IND	"Gittell, Jody"	Spring 2017	1171	1
HS	777A	44	SOCIAL WELFARE TUTORIAL	IND	"Hardy, Erin"	Spring 2017	1171	1
HS	777A	22	SOCIAL WELFARE TUTORIAL	IND	"Leutz, Walter"	Spring 2017	1171	1
HS	777A	23	SOCIAL WELFARE TUTORIAL	IND	"Meschede, Tatjana"	Spring 2017	1171	1
HS	777A	45	SOCIAL WELFARE TUTORIAL	IND	"Noelke, Clemens"	Spring 2017	1171	2
HS	777A	30	SOCIAL WELFARE TUTORIAL	IND	"Parish, Susan"	Spring 2017	1171	1
HS	777A	41	SOCIAL WELFARE TUTORIAL	IND	"Reif, Sharon"	Spring 2017	1171	1
HS	777A	29	SOCIAL WELFARE TUTORIAL	IND	"Saxe, Leonard"	Spring 2017	1171	1
HS	777A	42	SOCIAL WELFARE TUTORIAL	IND	"Saxe, Leonard"	Spring 2017	1171	1
HS	777A	17	SOCIAL WELFARE TUTORIAL	IND	"Thomas, Cindy"	Spring 2017	1171	1
HS	777A	43	SOCIAL WELFARE TUTORIAL	IND	"Warfield, Marjorie"	Spring 2017	1171	1
HS	777A	25	SOCIAL WELFARE TUTORIAL	IND	"Boguslaw, Janet"	Fall 2016	1163	2
HS	777A	1	SOCIAL WELFARE TUTORIAL	IND	"Hill, Anita"	Fall 2016	1163	4
HS	777A	39	SOCIAL WELFARE TUTORIAL	IND	"Warfield, Marjorie"	Fall 2016	1163	1
HS	777A	35	SOCIAL WELFARE TUTORIAL	IND	"Acevedo Garcia, Dolores"	Spring 2016	1161	1
HS	777A	13	SOCIAL WELFARE TUTORIAL	IND	"Bishop, Christine"	Spring 2016	1161	1
HS	777A	32	SOCIAL WELFARE TUTORIAL	IND	"Eaton, Susan"	Spring 2016	1161	1
HS	777A	6	SOCIAL WELFARE TUTORIAL	IND	"Gittell, Jody"	Spring 2016	1161	1
HS	777A	8	SOCIAL WELFARE TUTORIAL	IND	"Kammerer, Cornelia"	Spring 2016	1161	1
HS	777A	18	SOCIAL WELFARE TUTORIAL	IND	"Nsiah-Jefferson, Laurie"	Spring 2016	1161	2
HS	777A	30	SOCIAL WELFARE TUTORIAL	IND	"Parish, Susan"	Spring 2016	1161	2
HS	777A	30	SOCIAL WELFARE TUTORIAL	IND	"Acevedo Garcia, Dolores"	Fall 2015	1153	2
HS	777A	4	SOCIAL WELFARE TUTORIAL	IND	"Hodgkin, Dominic"	Fall 2015	1153	1
HS	777A	38	SOCIAL WELFARE TUTORIAL	IND	"Kuttner, Robert"	Fall 2015	1153	1
HS	777A	37	SOCIAL WELFARE TUTORIAL	IND	"Lorenz, Laura"	Fall 2015	1153	1
HS	777A	36	SOCIAL WELFARE TUTORIAL	IND	"Nsiah-Jefferson, Laurie"	Fall 2015	1153	1
HS	777A	31	SOCIAL WELFARE TUTORIAL	IND	"Parish, Susan"	Fall 2015	1153	2
HS	777A	40	SOCIAL WELFARE TUTORIAL	IND	"Parish, Susan"	Fall 2015	1153	1
HS	777A	41	SOCIAL WELFARE TUTORIAL	IND	"Parish, Susan"	Fall 2015	1153	1
HS	777A	19	SOCIAL WELFARE TUTORIAL	IND	"Saxe, Leonard"	Fall 2015	1153	1
HS	777A	39	SOCIAL WELFARE TUTORIAL	IND	"Warfield, Marjorie"	Fall 2015	1153	1
HS	777A	25	SOCIAL WELFARE TUTORIAL	IND	"Boguslaw, Janet"	Spring 2015	1151	1
HS	777A	38	SOCIAL WELFARE TUTORIAL	IND	"Bowser, Diana"	Spring 2015	1151	7
HS	777A	34	SOCIAL WELFARE TUTORIAL	IND	"Chilingerian, Jon"	Spring 2015	1151	1
HS	777A	40	SOCIAL WELFARE TUTORIAL	IND	"Lorenz, Laura"	Spring 2015	1151	2
HS	777A	30	SOCIAL WELFARE TUTORIAL	IND	"Parish, Susan"	Spring 2015	1151	1
HS	777A	29	SOCIAL WELFARE TUTORIAL	IND	"Saxe, Leonard"	Spring 2015	1151	1
HS	777A	5	SOCIAL WELFARE TUTORIAL	IND	"Shapiro, Thomas"	Spring 2015	1151	1
HS	777A	6	SOCIAL WELFARE TUTORIAL	IND	"Gittell, Jody"	Fall 2014	1143	1
HS	777A	37	SOCIAL WELFARE TUTORIAL	IND	"Lorenz, Laura"	Fall 2014	1143	1
HS	777A	35	SOCIAL WELFARE TUTORIAL	IND	"Meschede, Tatjana"	Fall 2014	1143	1
HS	777A	36	SOCIAL WELFARE TUTORIAL	IND	"Nsiah-Jefferson, Laurie"	Fall 2014	1143	2
HS	777A	31	SOCIAL WELFARE TUTORIAL	IND	"Parish, Susan"	Fall 2014	1143	1
HS	777A	20	SOCIAL WELFARE TUTORIAL	IND	"Saxe, Leonard"	Fall 2014	1143	1
HS	777F	1	SOCIAL WELFARE TUTORIAL	IND	"Meschede, Tatjana"	Spring 2019	1191	1
HS	777F	3	SOCIAL  WELFARE TUTORIAL	IND	"Bowser, Diana"	Spring 2018	1181	1
HS	777F	2	SOCIAL  WELFARE TUTORIAL	IND	"Perloff, Jennifer"	Spring 2018	1181	1
HS	777F	1	SOCIAL  WELFARE TUTORIAL	IND	"Shafrir, Amy"	Spring 2018	1181	1
HS	777F	4	SOCIAL  WELFARE TUTORIAL	IND	"Shepard, Donald"	Spring 2018	1181	1
HS	777F	23	SOCIAL  WELFARE TUTORIAL	IND	"Assan, Joseph"	Spring 2017	1171	1
HS	777F	22	SOCIAL  WELFARE TUTORIAL	IND	"Boguslaw, Janet"	Spring 2017	1171	1
HS	777F	20	SOCIAL  WELFARE TUTORIAL	IND	"Bowser, Diana"	Spring 2017	1171	1
HS	777F	24	SOCIAL  WELFARE TUTORIAL	IND	"Lakshmikanthan, Ravi"	Spring 2017	1171	1
HS	777F	11	SOCIAL  WELFARE TUTORIAL	IND	"Perloff, Jennifer"	Spring 2017	1171	1
HS	777F	15	SOCIAL  WELFARE TUTORIAL	IND	"Shapiro, Thomas"	Spring 2017	1171	2
HS	777F	9	SOCIAL  WELFARE TUTORIAL	IND	"Thomas, Cindy"	Fall 2016	1163	1
HS	777F	3	SOCIAL  WELFARE TUTORIAL	IND	"Acevedo Garcia, Dolores"	Spring 2016	1161	1
HS	777F	16	SOCIAL  WELFARE TUTORIAL	IND	"Kreiner, Peter"	Spring 2016	1161	1
HS	777F	17	SOCIAL  WELFARE TUTORIAL	IND	"Lanspery, Susan"	Spring 2016	1161	1
HS	777F	18	SOCIAL  WELFARE TUTORIAL	IND	"Meschede, Tatjana"	Spring 2016	1161	1
HS	777F	15	SOCIAL  WELFARE TUTORIAL	IND	"Shapiro, Thomas"	Spring 2016	1161	1
HS	777F	14	SOCIAL  WELFARE TUTORIAL	IND	"Shepard, Donald"	Spring 2016	1161	1
HS	777F	6	SOCIAL  WELFARE TUTORIAL	IND	"Acevedo Garcia, Dolores"	Fall 2015	1153	1
HS	777F	5	SOCIAL  WELFARE TUTORIAL	IND	"Carlson, Carole"	Fall 2015	1153	1
HS	777F	4	SOCIAL  WELFARE TUTORIAL	IND	"Parish, Susan"	Fall 2015	1153	1
HS	777F	7	SOCIAL  WELFARE TUTORIAL	IND	"Ritter, Grant"	Fall 2015	1153	1
HS	777F	8	SOCIAL  WELFARE TUTORIAL	IND	"Shepard, Donald"	Fall 2015	1153	1
HS	777F	12	SOCIAL  WELFARE TUTORIAL	IND	"Cahill, Sean"	Spring 2015	1151	1
HS	777F	1	SOCIAL  WELFARE TUTORIAL	IND	"Gittell, Jody"	Spring 2015	1151	1
HS	777F	10	SOCIAL  WELFARE TUTORIAL	IND	"Kuttner, Robert"	Spring 2015	1151	1
HS	777F	9	SOCIAL  WELFARE TUTORIAL	IND	"Parish, Susan"	Spring 2015	1151	1
HS	777F	11	SOCIAL  WELFARE TUTORIAL	IND	"Warfield, Marjorie"	Spring 2015	1151	1
HS	777F	1	SOCIAL  WELFARE TUTORIAL	IND	"Bowser, Diana"	Fall 2014	1143	1
HS	777F	3	SOCIAL  WELFARE TUTORIAL	IND	"Reif, Sharon"	Fall 2014	1143	1
HS	777F	4	SOCIAL  WELFARE TUTORIAL	IND	"Shepard, Donald"	Fall 2014	1143	1
HS	789B	2	SOCIAL POLICY INTERNSHIP	IND	"Bowser, Diana"	Spring 2019	1191	2
HS	789B	1	SOCIAL POLICY INTERNSHIP	IND	"Nandakumar, Allyala"	Spring 2019	1191	3
HS	789B	3	SOCIAL POLICY INTERNSHIP	IND	"Bowser, Diana"	Spring 2018	1181	1
HS	789B	2	SOCIAL POLICY INTERNSHIP	IND	"Chilingerian, Jon"	Spring 2018	1181	1
HS	789B	1	SOCIAL POLICY INTERNSHIP	IND	"Godoy, Ricardo"	Spring 2018	1181	1
HS	789B	3	SOCIAL POLICY INTERNSHIP	IND	"Kuttner, Robert"	Spring 2017	1171	1
HS	789B	1	SOCIAL POLICY INTERNSHIP	IND	"Mitra, Monika"	Spring 2017	1171	1
HS	789B	2	SOCIAL POLICY INTERNSHIP	IND	"Razavi, Seyed"	Spring 2017	1171	1
HS	789F	1	SOCIAL POLICY INTERNSHIP	IND	"Chilingerian, Jon"	Spring 2018	1181	1
HS	789F	1	SOCIAL POLICY INTERNSHIP	IND	"Bowser, Diana"	Spring 2017	1171	2
HS	789F	2	SOCIAL POLICY INTERNSHIP	IND	"Boguslaw, Janet"	Spring 2015	1151	1
HS	800G	6	PRO-SEMINAR	SEM	"Appell, Michael"	Fall 2018	1183	29
HS	800G	8DL	PRO-SEMINAR	SEM	"Chilingerian, Jon"	Fall 2018	1183	41
HS	800G	2	PRO-SEMINAR	SEM	"Dubinsky, Joan"	Fall 2018	1183	27
HS	800G	3	PRO-SEMINAR	SEM	"Kronish, Ronald"	Fall 2018	1183	7
HS	800G	7	PRO-SEMINAR	SEM	"Madison, Maria"	Fall 2018	1183	22
HS	800G	5	PRO-SEMINAR	SEM	"Roach, Brian"	Fall 2018	1183	45
HS	800G	1	PRO-SEMINAR	SEM	"Rolfsen Belda, Francisco"	Fall 2018	1183	24
HS	800G	2	PRO-SEMINAR	SEM	"Dubinsky, Joan"	Fall 2017	1173	32
HS	800G	3	PRO-SEMINAR	SEM	"Kronish, Ronald"	Fall 2017	1173	7
HS	800G	5	PRO-SEMINAR	SEM	"Roach, Brian"	Fall 2017	1173	48
HS	800G	1	PRO-SEMINAR	SEM	"Rolfsen Belda, Francisco"	Fall 2017	1173	18
HS	800G	2	PRO-SEMINAR	SEM	"Dubinsky, Joan"	Fall 2016	1163	22
HS	800G	3	PRO-SEMINAR	SEM	"Kronish, Ronald"	Fall 2016	1163	3
HS	800G	5	PRO-SEMINAR	SEM	"Roach, Brian"	Fall 2016	1163	42
HS	800G	1	PRO-SEMINAR	SEM	"Rolfsen Belda, Francisco"	Fall 2016	1163	20
HS	800G	1	PRO-SEMINAR	SEM	"Dassin, Joan"	Fall 2015	1153	19
HS	800G	3	PRO-SEMINAR	SEM	"Dubinsky, Joan"	Fall 2015	1153	14
HS	800G	4	PRO-SEMINAR	SEM	"Kronish, Ronald"	Fall 2015	1153	9
HS	800G	1	PRO-SEMINAR	SEM	"Dassin, Joan"	Fall 2014	1143	24
HS	800G	2	PRO-SEMINAR	SEM	"Olson, Eric"	Fall 2014	1143	14
HS	801G	1	PROSEMINAR	SEM	"Carlson, Carole"	Spring 2019	1191	6
HS	801G	5DL	PROSEMINAR	SEM	"Chilingerian, Jon"	Spring 2019	1191	29
HS	801G	7DL	PROSEMINAR	SEM	"Chilingerian, Jon"	Spring 2019	1191	29
HS	801G	1	PROSEMINAR	SEM	"Carlson, Carole"	Spring 2018	1181	15
HS	801G	5DL	PROSEMINAR	SEM	"Chilingerian, Jon"	Spring 2018	1181	42
HS	801G	8	PROSEMINAR	SEM	"Dubinsky, Joan"	Spring 2018	1181	16
HS	801G	2	PROSEMINAR	SEM	"Fournier, Stephen"	Spring 2018	1181	8
HS	801G	6	PROSEMINAR	SEM	"Kogan, Eugene"	Spring 2018	1181	11
HS	801G	5	PROSEMINAR	SEM	"Lockwood, Richard"	Spring 2018	1181	25
HS	801G	1	PROSEMINAR	SEM	"Bailis, Lawrence"	Spring 2017	1171	10
HS	801G	3	PROSEMINAR	SEM	"Carlson, Carole"	Spring 2017	1171	17
HS	801G	7DL	PROSEMINAR	SEM	"Chilingerian, Jon"	Spring 2017	1171	36
HS	801G	2	PROSEMINAR	SEM	"Fournier, Stephen"	Spring 2017	1171	7
HS	801G	5	PROSEMINAR	SEM	"Lockwood, Richard"	Spring 2017	1171	6
HS	801G	4	PROSEMINAR	SEM	"Obonyo, Raphael"	Spring 2017	1171	16
HS	801G	1	PROSEMINAR	SEM	"Bailis, Lawrence"	Spring 2016	1161	14
HS	801G	4	PROSEMINAR	SEM	"Boyer, David"	Spring 2016	1161	12
HS	801G	3	PROSEMINAR	SEM	"Carlson, Carole"	Spring 2016	1161	22
HS	801G	8	PROSEMINAR	SEM	"Espinosa, Cristina"	Spring 2016	1161	12
HS	801G	9	PROSEMINAR	SEM	"Espinosa, Cristina"	Spring 2016	1161	7
HS	801G	2	PROSEMINAR	SEM	"Fournier, Stephen"	Spring 2016	1161	11
HS	801G	7DL	PROSEMINAR	SEM	"Ourieff, Sally"	Spring 2016	1161	36
HS	801G	1	PROSEMINAR	SEM	"Bailis, Lawrence"	Spring 2015	1151	16
HS	801G	4	PROSEMINAR	SEM	"Boyer, David"	Spring 2015	1151	15
HS	801G	3	PROSEMINAR	SEM	"Carlson, Carole"	Spring 2015	1151	24
